,Athlete_Name,Opponent_Name,W/L
0,AJ Agazarm ,Alex Cabanes ,1
1,AJ Agazarm ,Alex Huddleston ,1
2,AJ Agazarm ,Andreas Perales ,3
3,AJ Agazarm ,Ary Farias ,1
4,AJ Agazarm ,Ashley Williams,1
5,AJ Agazarm ,Casey Ryan ,1
6,AJ Agazarm ,DJ Jackson ,1
7,AJ Agazarm ,Davi Ramos ,1
8,AJ Agazarm ,Deandre Corbe ,1
9,AJ Agazarm ,Eduardo Telles ,2
10,AJ Agazarm ,Enrico Cocco ,2
11,AJ Agazarm ,Ethan Crelinsten,1
12,AJ Agazarm ,Felipe Silva ,1
13,AJ Agazarm ,Gabriel Lucas ,1
14,AJ Agazarm ,Issa Able ,1
15,AJ Agazarm ,James Puopolo,1
16,AJ Agazarm ,Jason Hayden ,1
17,AJ Agazarm ,John Combs,2
18,AJ Agazarm ,Kevin Mahecha ,5
19,AJ Agazarm ,Kim Terra ,2
20,AJ Agazarm ,Lachlan Giles,1
21,AJ Agazarm ,Magid Hage ,1
22,AJ Agazarm ,Marcel Goncalves ,1
23,AJ Agazarm ,Nicky Ryan,1
24,AJ Agazarm ,Nicollas Welker ,1
25,AJ Agazarm ,Oliver Taza,1
26,AJ Agazarm ,Otavio Sousa ,1
27,AJ Agazarm ,Pablo Mantovani ,1
28,AJ Agazarm ,Piter Frank ,1
29,AJ Agazarm ,Richie Martinez ,1
30,AJ Agazarm ,Robert Malof ,1
31,AJ Agazarm ,Rodrigo Freitas ,2
32,AJ Agazarm ,Ron Henderson ,1
33,AJ Agazarm ,Samir Chantre ,2
34,AJ Agazarm ,Stanley Rosa ,1
35,AJ Agazarm ,Steven Barnett ,1
36,AJ Agazarm ,Thiago Macedo ,1
37,AJ Sousa ,AJ Agazarm ,2
38,AJ Sousa ,Alex Cabanes ,1
39,AJ Sousa ,Arnaldo Maidana ,1
40,AJ Sousa ,Celso Vinicius ,1
41,AJ Sousa ,Dennis Hallman ,1
42,AJ Sousa ,Ed Ramos ,1
43,AJ Sousa ,Felipe Silva ,1
44,AJ Sousa ,Lucas Lepri ,1
45,AJ Sousa ,Marcus Wilson ,1
46,AJ Sousa ,Matheus Luna ,1
47,AJ Sousa ,Michael Liera Jr. ,1
48,AJ Sousa ,Osvaldo Queixinho Moizinho ,1
49,AJ Sousa ,Pedro Palhares ,1
50,AJ Sousa ,Tarsis Humphreys ,1
51,AJ Sousa ,Victor Nathiel ,1
52,AJ Sousa ,Vitor Schlosser ,1
53,"Aaron ""Tex"" Johnson",Alexandre Bueno de Oliveira ,1
54,"Aaron ""Tex"" Johnson",Andrew Kimler ,1
55,"Aaron ""Tex"" Johnson",Andrew Tevay ,1
56,"Aaron ""Tex"" Johnson",Arnaldo Maidana ,2
57,"Aaron ""Tex"" Johnson",Ben Hodgkinson ,1
58,"Aaron ""Tex"" Johnson",Brian Beaury ,1
59,"Aaron ""Tex"" Johnson",Christian Simmerling ,1
60,"Aaron ""Tex"" Johnson",Damon Morgan ,1
61,"Aaron ""Tex"" Johnson",David Garmo,2
62,"Aaron ""Tex"" Johnson",Eliot Kelly ,1
63,"Aaron ""Tex"" Johnson",Eliot Marshall ,1
64,"Aaron ""Tex"" Johnson",Felipe Pena,1
65,"Aaron ""Tex"" Johnson",Fellipe Trovo,1
66,"Aaron ""Tex"" Johnson",Frisco Deleon ,1
67,"Aaron ""Tex"" Johnson",Giancarlo Bodoni ,1
68,"Aaron ""Tex"" Johnson",Gilvan Costa ,1
69,"Aaron ""Tex"" Johnson",Gordon Ryan,1
70,"Aaron ""Tex"" Johnson",Gustavo Andrade ,1
71,"Aaron ""Tex"" Johnson",Guybson Sa ,1
72,"Aaron ""Tex"" Johnson",Haisam Rida,1
73,"Aaron ""Tex"" Johnson",Hudson Taylor ,1
74,"Aaron ""Tex"" Johnson",Jackson Douglas ,1
75,"Aaron ""Tex"" Johnson",Jackson Sousa ,2
76,"Aaron ""Tex"" Johnson",Je'quan Williamson ,1
77,"Aaron ""Tex"" Johnson",Joe Dierkhising ,1
78,"Aaron ""Tex"" Johnson",John Hansen ,1
79,"Aaron ""Tex"" Johnson","Jon ""Thor"" Blank",1
80,"Aaron ""Tex"" Johnson",Joshua Lee bowlin ,1
81,"Aaron ""Tex"" Johnson",Kaliffa Oliviera ,1
82,"Aaron ""Tex"" Johnson",Keith Krikorian ,1
83,"Aaron ""Tex"" Johnson",Kenneth Brown ,1
84,"Aaron ""Tex"" Johnson",Kevin Gallagher ,1
85,"Aaron ""Tex"" Johnson",Khyl Farrison ,1
86,"Aaron ""Tex"" Johnson",Kory Acchione ,1
87,"Aaron ""Tex"" Johnson",Lincoln Pereira ,1
88,"Aaron ""Tex"" Johnson","Lucas ""Hulk"" Barbosa",1
89,"Aaron ""Tex"" Johnson",Lukasz Gustaw Michalec ,1
90,"Aaron ""Tex"" Johnson",Matt Kirchwehm ,1
91,"Aaron ""Tex"" Johnson",Matt Leighton ,2
92,"Aaron ""Tex"" Johnson",Melor Sturua ,1
93,"Aaron ""Tex"" Johnson",Michael Egley ,1
94,"Aaron ""Tex"" Johnson",Nicolas Penzer ,1
95,"Aaron ""Tex"" Johnson",Nisar Loynab ,1
96,"Aaron ""Tex"" Johnson",Orlando Sanchez ,1
97,"Aaron ""Tex"" Johnson",Paul Ardila-Ibarra ,1
98,"Aaron ""Tex"" Johnson",Paulo Brasil Da Silva ,1
99,"Aaron ""Tex"" Johnson",Pedro Palhares ,1
100,"Aaron ""Tex"" Johnson",Quentin Rosenzweig ,1
101,"Aaron ""Tex"" Johnson",Rafael Lovato Jr.,1
102,"Aaron ""Tex"" Johnson",Riley Mccormick ,1
103,"Aaron ""Tex"" Johnson",Roberto Torralbas ,1
104,"Aaron ""Tex"" Johnson",Rodrigo Freitas ,1
105,"Aaron ""Tex"" Johnson",Samir Abdolkader ,1
106,"Aaron ""Tex"" Johnson",Shaun Durfee ,1
107,"Aaron ""Tex"" Johnson",Taniel de Jesus ,1
108,"Aaron ""Tex"" Johnson",Tanner Rice ,1
109,"Aaron ""Tex"" Johnson",Todd Mueckenheim ,2
110,"Aaron ""Tex"" Johnson",Tom DeBlass ,1
111,"Aaron ""Tex"" Johnson",Vitor Schlosser ,2
112,"Aaron ""Tex"" Johnson",William James Vincent ,1
113,"Aaron ""Tex"" Johnson",William Tackett,1
114,Aaron Harris ,Giancarlo Bodoni ,1
115,Aaron Harris ,Khalil Fadlallah ,1
116,Aaron Harris ,Steven Ramos ,1
117,Aaron Tiegs ,David Garmo,1
118,Aaron Tiegs ,Micah Brakefield ,1
119,Aaron Wilson ,Christopher Hargett ,1
120,Aaron Wilson ,Estevan Martinez ,1
121,Aaron Wilson ,Nick Ronan ,1
122,Aaron Wilson ,Troy Russell ,1
123,Abdullah Nabas ,Andre Monteiro ,1
124,Abdullah Nabas ,Sergio Calderon ,1
125,Abdurakhman Bilarov ,Basel Fanous ,1
126,Abdurakhman Bilarov ,Erberth Santos ,1
127,Abdurakhman Bilarov ,Jackson Sousa ,2
128,Abdurakhman Bilarov ,Nicolas Penzer ,1
129,Abdurakhman Bilarov ,Rodrigo Cavaca ,1
130,Abdurakhman Bilarov ,Zaid Sami ,1
131,Adam Benayoun ,Austin Oranday ,1
132,Adam Benayoun ,Brandon Walensky ,1
133,Adam Benayoun ,Cole Franson,1
134,Adam Benayoun ,Damion Oranday ,1
135,Adam Benayoun ,Edward Hohl ,1
136,Adam Benayoun ,Emilio Hernandez ,3
137,Adam Benayoun ,Gabriel Sousa,1
138,Adam Benayoun ,Gianni Grippo,1
139,Adam Benayoun ,Joey Diehl ,1
140,Adam Benayoun ,Jon Calestine ,1
141,Adam Benayoun ,Jordan Holy ,1
142,Adam Benayoun ,Matheus Gonzaga ,1
143,Adam Benayoun ,Miha Perhavec,1
144,Adam Benayoun ,Orlando Andavi ,1
145,Adam Benayoun ,Orlando Castillo ,1
146,Adam Benayoun ,Reuben Sagman ,3
147,Adam Benayoun ,Richard Alarcon ,1
148,Adam Benayoun ,Samuel Nagai ,1
149,Adam Benayoun ,Scott Dance ,1
150,Adam Benayoun ,Silvio Duran ,1
151,Adam Benayoun ,Spencer Nogawa ,1
152,Adam Benayoun ,Suraj Budhram ,1
153,Adam Benayoun ,Tomoshige Sera ,1
154,Adam Benayoun ,Vitor Paschoal ,1
155,Adam Bradley ,Andre Porfirio ,1
156,Adam Bradley ,Nicholas Spacek ,1
157,Adam Bradley ,Rene Sousa ,1
158,Adam Bradley ,Sebastian Rodriguez ,1
159,Adam Ferrara ,Chris Kriebel ,1
160,Adam Ferrara ,Martin Davilla ,1
161,Adam Ferrara ,Yijad Moussa ,1
162,Adam Sachnoff ,Alex Huddleston ,1
163,Adam Smith ,Benji Silva ,1
164,Adam Wardzinski,Abdulbari Guseinov ,1
165,Adam Wardzinski,Adriano Ferreira Araújo Silva ,1
166,Adam Wardzinski,Ali Monfaradi ,3
167,Adam Wardzinski,Andre Gomes Reis ,1
168,Adam Wardzinski,Andrzej Iwat ,1
169,Adam Wardzinski,Anton Minenko ,4
170,Adam Wardzinski,Arya Esfandmaz ,1
171,Adam Wardzinski,Basel Fanous ,2
172,Adam Wardzinski,Ben Dyson ,1
173,Adam Wardzinski,Ben Hodgkinson ,1
174,Adam Wardzinski,Boudoukha Abderraouf ,1
175,Adam Wardzinski,Bradley Hill ,2
176,Adam Wardzinski,Burak Sarman ,1
177,Adam Wardzinski,Charles McGuire ,1
178,Adam Wardzinski,Diego Herzog ,1
179,Adam Wardzinski,Dimitrius Souza ,2
180,Adam Wardzinski,Dominique Bell ,1
181,Adam Wardzinski,Donghwa Choi ,1
182,Adam Wardzinski,"Eldar ""Yakuza"" Rafigaev ",2
183,Adam Wardzinski,Eliot Kelly ,1
184,Adam Wardzinski,Enrique March ,1
185,Adam Wardzinski,Erberth Santos ,1
186,Adam Wardzinski,Espen Mathiesen ,1
187,Adam Wardzinski,Felipe Pimentel ,1
188,Adam Wardzinski,Fellipe Andrew,1
189,Adam Wardzinski,Fellipe Trovo,3
190,Adam Wardzinski,Fernando Reis ,2
191,Adam Wardzinski,Gabriel Arges ,1
192,Adam Wardzinski,Gabriel Volante ,1
193,Adam Wardzinski,Gerard Labinski ,1
194,Adam Wardzinski,Gildasio Oliveira ,1
195,Adam Wardzinski,Gustavo Batista ,1
196,Adam Wardzinski,Gutemberg Pereira,1
197,Adam Wardzinski,Guthierry Barbosa ,1
198,Adam Wardzinski,Haisam Rida,1
199,Adam Wardzinski,Helton Jose ,4
200,Adam Wardzinski,Hygor Brito ,2
201,Adam Wardzinski,Igor Silva ,3
202,Adam Wardzinski,Isaque Bahiense,1
203,Adam Wardzinski,Italo Lima Costa ,1
204,Adam Wardzinski,Italo Moura ,1
205,Adam Wardzinski,Jaakko Vilander ,1
206,Adam Wardzinski,Jackson Sousa ,1
207,Adam Wardzinski,Jefferson Almeida ,1
208,Adam Wardzinski,Joao Costa ,1
209,Adam Wardzinski,Johnny Boswell ,2
210,Adam Wardzinski,Leandro Lo,1
211,Adam Wardzinski,Leonardo Lara ,1
212,Adam Wardzinski,Luan Chirano Arouca ,1
213,Adam Wardzinski,Lucas Norat ,1
214,Adam Wardzinski,Lukasz Gustaw Michalec ,2
215,Adam Wardzinski,Maciej Kozak ,1
216,Adam Wardzinski,Mahamed Aly ,1
217,Adam Wardzinski,Manuel Ribamar,1
218,Adam Wardzinski,Marcos Junior ,1
219,Adam Wardzinski,Marcus Ruiz ,1
220,Adam Wardzinski,Marek Pawel Zbrog ,2
221,Adam Wardzinski,Martin Johannes Gobel ,2
222,Adam Wardzinski,Matheus Godoy ,2
223,Adam Wardzinski,Mathias Fernandes Ribeiro ,1
224,Adam Wardzinski,Matt Leighton ,1
225,Adam Wardzinski,Max Bickerton ,1
226,Adam Wardzinski,Nathan Mendelsohn ,1
227,Adam Wardzinski,Nicolas Penzer ,6
228,Adam Wardzinski,Rafael Vasconcelos ,1
229,Adam Wardzinski,Reda Hamed ,1
230,Adam Wardzinski,Renato Cardoso ,3
231,Adam Wardzinski,Ricardo Evangelista ,1
232,Adam Wardzinski,Rider Zuchi ,1
233,Adam Wardzinski,Ruben Lemos ,2
234,Adam Wardzinski,Santeri Lilius ,1
235,Adam Wardzinski,Sean Coates ,2
236,Adam Wardzinski,Sebastian Brosche ,1
237,Adam Wardzinski,Sergio Rios ,1
238,Adam Wardzinski,Stanislav Varshavskiy ,2
239,Adam Wardzinski,Steeve Combourg ,1
240,Adam Wardzinski,Tanner Rice ,3
241,Adam Wardzinski,Thiago Cesar De Andrade Silva ,2
242,Adam Wardzinski,Todd Mueckenheim ,1
243,Adam Wardzinski,Tommy Langaker ,1
244,Adam Wardzinski,Tyrone Gonsalves ,1
245,Adam Wardzinski,Victor Hugo,1
246,Adam Wardzinski,Vinicius Garcia ,1
247,Adam Wardzinski,Vinny Magalhaes,2
248,Adam Wardzinski,Wesley Arquete ,2
249,Admilson Gobi ,Antonio Assef ,1
250,Admilson Gobi ,Antonio Braga Neto ,2
251,Admilson Gobi ,Jared Dopp ,1
252,Admilson Gobi ,Joseph Moku ,1
253,Admilson Gobi ,Max Gimenis,1
254,Admilson Gobi ,Renato Cardoso ,1
255,Admilson Gobi ,Ricardo Evangelista ,2
256,Adrian Nez ,Samir Abdolkader ,1
257,Adriano Ferreira Araújo Silva ,Ali Monfaradi ,1
258,Adriano Ferreira Araújo Silva ,Hassen Moussa ,1
259,Adriano Ferreira Araújo Silva ,Julio Junior ,1
260,Adriano Ferreira Araújo Silva ,Kieran Kichuk ,1
261,Adriano Ferreira Araújo Silva ,Pablo Lavaselli ,1
262,Adriano Ferreira Araújo Silva ,Tommy Langaker ,1
263,Afranio de Sousa Silva ,Tyrone Gonsalves ,1
264,Alan Fidelis ,Luan Chirano Arouca ,1
265,Alan Fidelis ,Melksedec Franco ,1
266,Alan Fidelis ,Youngam Noh ,1
267,Alan Sanchez ,Andrew Tackett,1
268,Alan Sanchez ,Anthony Robinson ,1
269,Alan Sanchez ,Benji Silva ,1
270,Alan Sanchez ,Don Stoner ,1
271,Alan Sanchez ,Francisco Cuneo ,1
272,Alan Sanchez ,Gesias JZ Cavalcante ,1
273,Alan Sanchez ,Issa Able ,1
274,Alan Sanchez ,Jacob Couch,1
275,Alan Sanchez ,Joe Watson ,1
276,Alan Sanchez ,John Combs,2
277,Alan Sanchez ,Justin Renick ,1
278,Alan Sanchez ,Khalil Fadlallah ,1
279,Alan Sanchez ,Leonardo Silva ,1
280,Alan Sanchez ,Oliver Taza,1
281,Alan Sanchez ,Pablo Lavaselli ,1
282,Alan Sanchez ,Ralphy Sebexen ,1
283,Alan Sanchez ,Saul Viayra ,1
284,Alan Sanchez ,Sean Yadimarco ,2
285,Alberto Serrano Govea ,Abdullah Nabas ,1
286,Alberto Serrano Govea ,Ron Henderson ,1
287,Alec Baulding ,Bradley Hill ,2
288,Alec Baulding ,Brian Beaury ,1
289,Alec Baulding ,Casey Ryan ,1
290,Alec Baulding ,Dan Martinez ,1
291,Alec Baulding ,Isaque Bahiense,1
292,Alec Baulding ,Joshua Lee bowlin ,1
293,Alec Baulding ,Kyle Boehm,1
294,Alec Baulding ,Marcos Tinoco ,1
295,Alec Baulding ,Nathan Mendelsohn ,1
296,Alec Baulding ,Pedro Palhares ,1
297,Alec Baulding ,Roberto Jimenez,1
298,Alec Baulding ,Sebastian Brosche ,1
299,Alec Baulding ,Stanislav Varshavskiy ,1
300,Alec Baulding ,Steve Patterson ,1
301,Alec Baulding ,Vinicius Garcia ,1
302,Alef Brito ,Carlos CJ Souza ,1
303,Alef Brito ,Cole Franson,1
304,Alef Brito ,"Diego ""Pato"" Oliveira ",1
305,Alef Brito ,Jeremy Jackson ,1
306,Alef Brito ,Johnny Tama,1
307,Alef Brito ,Juan Cleber ,1
308,Alef Brito ,Kevin Mahecha ,1
309,Alef Brito ,Kim Terra ,1
310,Alef Brito ,Leonardo Silva ,1
311,Alef Brito ,Luan Carvalho ,1
312,Alef Brito ,Pablo Lavaselli ,1
313,Alef Brito ,Paulo Gabriel ,2
314,Alef Brito ,Pedro Rocha ,1
315,Alef Brito ,Pedro Veras ,1
316,Alef Brito ,Ricky Semiglia ,1
317,Alef Brito ,Robert Wolfe ,1
318,Alef Brito ,Rodrigo Freitas ,1
319,Alef Brito ,Thiago Gaia ,1
320,Alef Brito ,Tommi Pulkkanen ,1
321,Alef Brito ,Tommy Langaker ,1
322,Alef Brito ,Vinicius Wong ,1
323,Alejandro Lecoq ,Orlando Castillo ,1
324,Aleksander Jablonski ,Alberto Serrano Govea ,1
325,Aleksander Jablonski ,Cedric Akakpovi ,1
326,Alessandra Moss ,Vedha Toscano ,1
327,Alex Cabanes ,Edwin Najmi ,1
328,Alex Cabanes ,Ilke Kubilay Bulut ,2
329,Alex Cabanes ,Tommi Pulkkanen ,1
330,Alex Cabanes ,Victor Otoniel Moraes ,1
331,Alex Canders ,Milton Bastos ,1
332,Alex Canders ,Shane Torres ,1
333,Alex Ecklin ,Jimmy Santiago ,1
334,Alex Hodi ,Orlando Andavi ,1
335,Alex Huddleston ,Carlos Farias ,1
336,Alex Huddleston ,Gabriel Gonzaga ,1
337,Alexa Yanes ,Danielle Kelly,1
338,Alexa Yanes ,Dayane Bazzoni ,1
339,Alexander Nemeth ,Sean Yadimarco ,1
340,Alexander Trans ,Alexandre Souza ,1
341,Alexander Trans ,Andre Campos ,1
342,Alexander Trans ,Braulio Estima ,1
343,Alexander Trans ,Carlos Farias ,1
344,Alexander Trans ,Clay Mayfield ,1
345,Alexander Trans ,Diego Borges ,1
346,Alexander Trans ,Erberth Santos ,1
347,Alexander Trans ,Fellipe Trovo,1
348,Alexander Trans ,Gabriel 'Fedor' Lucas ,1
349,Alexander Trans ,Helton Jose ,1
350,Alexander Trans ,Igor Silva ,1
351,Alexander Trans ,Jackson Sousa ,1
352,Alexander Trans ,James Puopolo,1
353,Alexander Trans ,Joao Gabriel Rocha ,1
354,Alexander Trans ,Keenan Cornelius,3
355,Alexander Trans ,Leonardo Nogueira ,1
356,Alexander Trans ,Lucio Rodrigues ,1
357,Alexander Trans ,Luiz Panza,1
358,Alexander Trans ,Mahamed Aly ,1
359,Alexander Trans ,Murilo Santana ,2
360,Alexander Trans ,Nelton Pontes ,1
361,Alexander Trans ,Otavio Nalati ,1
362,Alexander Trans ,Otavio Sousa ,2
363,Alexander Trans ,Ricardo Evangelista ,1
364,Alexander Trans ,Ricardo Pantcho Feliciano ,1
365,Alexander Trans ,"Roberto ""Cyborg"" Abreu",2
366,Alexander Trans ,Rodrigo Cavaca ,5
367,Alexander Trans ,Tanner Rice ,2
368,Alexander Trans ,Thiago Gaia ,2
369,Alexander Trans ,Yuri Simoes ,1
370,Alexandre Bueno de Oliveira ,Dan Simmler ,1
371,"Alexandre De Jesus ""Robinho"" ",Alef Brito ,1
372,"Alexandre De Jesus ""Robinho"" ",Carlos Neto ,1
373,"Alexandre De Jesus ""Robinho"" ",Celso Vinicius ,1
374,"Alexandre De Jesus ""Robinho"" ",Fabricio Barbarotti ,1
375,"Alexandre De Jesus ""Robinho"" ",Jaime Canuto ,1
376,"Alexandre De Jesus ""Robinho"" ",Jon Satava ,1
377,"Alexandre De Jesus ""Robinho"" ",Levi Jones-Leary,1
378,"Alexandre De Jesus ""Robinho"" ",Lucas Alves ,1
379,"Alexandre De Jesus ""Robinho"" ",Lucas Rocha ,1
380,"Alexandre De Jesus ""Robinho"" ",Natan Chueng ,1
381,"Alexandre De Jesus ""Robinho"" ",Vinicius Garcia ,1
382,"Alexandre De Jesus ""Robinho"" ",Ygor Rodrigues ,1
383,Alexandre Jesus ,Lucas Gualberto Gomes Nascimento ,1
384,Alexandre Jesus ,Max Lindblad ,1
385,Alexandre Jesus ,Servio Tulio ,1
386,Alexandre Molinaro ,Ali Monfaradi ,2
387,Alexandre Molinaro ,Athos Miranda ,1
388,Alexandre Molinaro ,Austin Oranday ,2
389,Alexandre Molinaro ,Breno Bittencourt ,1
390,Alexandre Molinaro ,David Garmo,1
391,Alexandre Molinaro ,Edmund Kim ,1
392,Alexandre Molinaro ,Fernando Soares ,1
393,Alexandre Molinaro ,Issa Able ,1
394,Alexandre Molinaro ,Jeffrey Cummings ,2
395,Alexandre Molinaro ,Joshua Bacallao ,2
396,Alexandre Molinaro ,Kevin Mahecha ,4
397,Alexandre Molinaro ,Kevin Melendrez ,1
398,Alexandre Molinaro ,Leon Larman ,1
399,Alexandre Molinaro ,Lucas Silva ,1
400,Alexandre Molinaro ,Marcus Wilson ,1
401,Alexandre Molinaro ,Masahiro Iwasaki ,1
402,Alexandre Molinaro ,Osvaldo Queixinho Moizinho ,1
403,Alexandre Molinaro ,Piter Frank ,2
404,Alexandre Molinaro ,Renan Borges ,1
405,Alexandre Molinaro ,Robert Wolfe ,1
406,Alexandre Molinaro ,Rodrigo Freitas ,2
407,Alexandre Molinaro ,Rodrigo Gortari Barbosa ,1
408,Alexandre Molinaro ,Samir Chantre ,1
409,Alexandre Molinaro ,Thiago Cesar De Andrade Silva ,1
410,Alexandre Molinaro ,Wellington Dias ,3
411,Alexandre Pimentel ,AJ Agazarm ,1
412,Alexandre Pimentel ,Guilherme Neves ,1
413,Alexandre Pimentel ,Johnny Tama,1
414,Alexandre Pimentel ,Ricky Semiglia ,1
415,Alexandre Pimentel ,Tiago Alves ,1
416,Alexandre Souza ,Andre Campos ,1
417,Alexandre Souza ,Murilo Santana ,1
418,Alexandre Souza ,Paulo Miyao,1
419,Alexandre Souza ,Rafael Lovato Jr.,1
420,Alexandro Ceconi ,Charles McGuire ,1
421,Alexandro Ceconi ,James Puopolo,1
422,Alexandro Ceconi ,Rafael Lovato Jr.,1
423,Alexandro Ceconi ,"Roberto ""Cyborg"" Abreu",1
424,Alexandro Ceconi ,Rodolfo Vieira ,1
425,Alexandro Ceconi ,Thiago Macedo ,1
426,Alexis Alduncin ,Ashley Williams,1
427,Alexis Alduncin ,Hiago George,1
428,Alexis Alduncin ,Jorge Nakamura ,1
429,Alexis Alduncin ,Luis Felipe Ninja Pinto ,1
430,Alexis Alduncin ,Matheus Magalhaes ,1
431,Alexis Alduncin ,Mohd Ali Hayat ,1
432,Alexis Alduncin ,Pedro Serrano ,1
433,Alexis Alduncin ,Reuben Sagman ,1
434,Alexssandro Sodre,Amirhossein Khademian ,1
435,Alexssandro Sodre,Andrey Adam ,2
436,Alexssandro Sodre,Ariel Tabak ,1
437,Alexssandro Sodre,Cleber Sousa ,1
438,Alexssandro Sodre,Daniel Maira ,1
439,Alexssandro Sodre,Danilo Moreira ,2
440,Alexssandro Sodre,Edmaicon Moraes ,1
441,Alexssandro Sodre,Fernando Soares ,1
442,Alexssandro Sodre,Gabriel Marangoni ,1
443,Alexssandro Sodre,Gabriel Sousa,1
444,Alexssandro Sodre,Garrett Beck ,2
445,Alexssandro Sodre,Guilherme Augusto ,1
446,Alexssandro Sodre,Isaac Doederlein,3
447,Alexssandro Sodre,Israel Sousa ,1
448,Alexssandro Sodre,Joao Goncalves Neto ,1
449,Alexssandro Sodre,Joao Miyao,1
450,Alexssandro Sodre,Joseph Woo Sun Lee ,1
451,Alexssandro Sodre,Lucas Pinheiro ,2
452,Alexssandro Sodre,Nielton Mendes ,1
453,Alexssandro Sodre,Pawel Kozlowski ,1
454,Alexssandro Sodre,Richar Nogueira ,2
455,Alexssandro Sodre,Sergio Calderon ,1
456,Alexssandro Sodre,Thiago Brito ,1
457,Alexssandro Sodre,Thiago Macedo ,2
458,Alexssandro Sodre,Thomas Halpin ,1
459,Alexssandro Sodre,Victor Otoniel Moraes ,1
460,Alexssandro Sodre,Yuta Shimada ,4
461,Ali Monfaradi ,André Luiz Cantanhede ,1
462,Ali Monfaradi ,Bruno Bastos ,1
463,Ali Monfaradi ,Bruno Borges ,2
464,Ali Monfaradi ,Burak Sarman ,1
465,Ali Monfaradi ,David Beluche ,1
466,Ali Monfaradi ,Francisco Cuneo ,1
467,Ali Monfaradi ,Jorge Nakamura ,1
468,Ali Monfaradi ,Krzysztof Flak ,1
469,Ali Monfaradi ,Lucas Galbusera ,1
470,Ali Monfaradi ,Raphael Mello ,1
471,Ali Monfaradi ,Sean Coates ,1
472,Ali Monfaradi ,Thomas Halpin ,1
473,Alison Tremblay ,Hillary Van Ornum ,1
474,Alison Tremblay ,Nivia Moura ,1
475,Amal Amjahid ,Alexa Yanes ,1
476,Amal Amjahid ,Amanda Monteiro ,1
477,Amal Amjahid ,Amanda Nogueira ,1
478,Amal Amjahid ,Anna Rodrigues ,1
479,Amal Amjahid ,Elina Moestam ,1
480,Amal Amjahid ,Emilia Tuukkanen ,1
481,Amal Amjahid ,Gabriela Fechter ,1
482,Amal Amjahid ,Katjusa Horman ,1
483,Amal Amjahid ,Larissa Campos ,2
484,Amal Amjahid ,Livia Giles ,1
485,Amal Amjahid ,Rose El Sharouni ,2
486,Amal Amjahid ,Talita Alencar ,1
487,Amal Amjahid ,Venla Luukkonen ,1
488,"Amanda ""Tubby"" Alequin ",Alex Nguyen ,1
489,"Amanda ""Tubby"" Alequin ",Gabi McComb ,1
490,"Amanda ""Tubby"" Alequin ",Ida Fløisvik ,1
491,"Amanda ""Tubby"" Alequin ",Jena Bishop ,1
492,"Amanda ""Tubby"" Alequin ",Jessa Khan,1
493,"Amanda ""Tubby"" Alequin ",Jessica Cristina Santos ,1
494,"Amanda ""Tubby"" Alequin ",Jessica Swanson ,1
495,"Amanda ""Tubby"" Alequin ",Karen Antunes ,1
496,"Amanda ""Tubby"" Alequin ",Laurah Hallock ,1
497,"Amanda ""Tubby"" Alequin ",Maria Malyjasiak ,1
498,"Amanda ""Tubby"" Alequin ",Nathalie Ribeiro,1
499,"Amanda ""Tubby"" Alequin ",Pati Fontes,2
500,"Amanda ""Tubby"" Alequin ",Talita Alencar ,1
501,"Amanda ""Tubby"" Alequin ",Vedha Toscano ,1
502,Amanda Leve ,Bridget Mceliece ,1
503,Amanda Leve ,Elisabeth Clay,1
504,Amanda Leve ,Gabi Garcia,1
505,Amanda Leve ,Maggie Grindatti,2
506,Amanda Leve ,Rafaela Guedes,1
507,Amanda Leve ,Tammy Griego ,1
508,Amanda Loewen ,Elizabeth Mitrović ,1
509,Amanda Loewen ,Leanna Dittrich ,1
510,Amanda Loewen ,Raquel Canuto ,1
511,Amanda Monteiro ,Anna Rodrigues ,1
512,Amanda Monteiro ,Bianca Basilio,2
513,Amanda Monteiro ,Karen Antunes ,1
514,Amanda Monteiro ,Katjusa Horman ,1
515,Amanda Monteiro ,Kristina Barlaan ,1
516,Amanda Monteiro ,Larissa Campos ,1
517,Amanda Monteiro ,Saori Shibamoto ,1
518,Amanda Monteiro ,Talita Alencar ,3
519,Amanda Nogueira ,Mayssa Bastos,1
520,Ana Carolina Schmitt ,Ariadne Oliveira ,1
521,Ana Carolina Schmitt ,Bianca Basilio,2
522,Ana Carolina Schmitt ,Chelsea Bainbridge-Donner ,1
523,Ana Carolina Schmitt ,Christine McDonagh ,1
524,Ana Carolina Schmitt ,Larissa Campos ,1
525,Ana Carolina Vieira,"Amanda ""Tubby"" Alequin ",1
526,Ana Carolina Vieira,Amanda Leve ,1
527,Ana Carolina Vieira,Amanda Loewen ,1
528,Ana Carolina Vieira,Chelsah Lyons ,1
529,Ana Carolina Vieira,Chloe Mcnally ,1
530,Ana Carolina Vieira,Elisabeth Clay,3
531,Ana Carolina Vieira,Ffion Davies,1
532,Ana Carolina Vieira,Florencia Diez Bayer ,1
533,Ana Carolina Vieira,Gabi McComb ,1
534,Ana Carolina Vieira,Gabriela Fechter ,1
535,Ana Carolina Vieira,Hannette Staack ,1
536,Ana Carolina Vieira,Jessica Swanson ,3
537,Ana Carolina Vieira,Laurah Hallock ,2
