,Athlete_Name,Opponent_Name,W/L
2803,Fellipe Trovo,Jorge Andres Escudero Baba ,1
2804,Fellipe Trovo,Keenan Cornelius,1
2805,Fellipe Trovo,Kevin Crane ,1
2806,Fellipe Trovo,Kim Terra ,1
2807,Fellipe Trovo,Leonardo Domingos Costa Benedito ,1
2808,Fellipe Trovo,Lucas Lopes ,1
2809,Fellipe Trovo,Lucas Norat ,1
2810,Fellipe Trovo,Lucas Wilhan ,1
2811,Fellipe Trovo,Manuel Ribamar,1
2812,Fellipe Trovo,Matheus Luna ,1
2813,Fellipe Trovo,Melor Sturua ,1
2814,Fellipe Trovo,Murilo Santana ,1
2815,Fellipe Trovo,Nathan Barreto ,1
2816,Fellipe Trovo,Nathan Mendelsohn ,2
2817,Fellipe Trovo,Orlando Castillo ,1
2818,Fellipe Trovo,Philippe Pomaski ,1
2819,Fellipe Trovo,Piter Frank ,1
2820,Fellipe Trovo,Renato Cardoso ,1
2821,Fellipe Trovo,Robert Wolfe ,1
2822,Fellipe Trovo,Rodrigo Freitas ,2
2823,Fellipe Trovo,Ronnie Louis Pace III ,1
2824,Fellipe Trovo,Seth Daniels ,1
2825,Fellipe Trovo,Silvio Duran ,1
2826,Fellipe Trovo,Thiago Aso ,1
2827,Fellipe Trovo,Thiago Marques ,1
2828,Fellipe Trovo,Thomas Bracher ,1
2829,Fernanda Mazzelli ,Alison Tremblay ,1
2830,Fernanda Mazzelli ,Chloe Mcnally ,1
2831,Fernanda Mazzelli ,Claudia do Val ,1
2832,Fernanda Mazzelli ,Gabriela Fechter ,1
2833,Fernanda Mazzelli ,Jessica Da Silva Oliveira ,1
2834,Fernanda Mazzelli ,Mackenzie Dern,1
2835,Fernanda Mazzelli ,Sabatha Lais ,1
2836,Fernanda Mazzelli ,Talita Nogueira ,1
2837,Fernanda Mazzelli ,Tammy Griego ,1
2838,Fernando Reis ,Adam Wardzinski,1
2839,Fernando Reis ,David Raab ,1
2840,Fernando Reis ,Fellipe Andrew,1
2841,Fernando Reis ,Fellipe Trovo,2
2842,Fernando Reis ,Gabriel Henrique Oliveira ,1
2843,Fernando Reis ,Gabriel Volante ,2
2844,Fernando Reis ,Haisam Rida,2
2845,Fernando Reis ,Henrique Cardoso ,1
2846,Fernando Reis ,Horlando Monteiro ,1
2847,Fernando Reis ,Hugo Leonardo ,1
2848,Fernando Reis ,Hygor Brito ,1
2849,Fernando Reis ,Igor Marques ,1
2850,Fernando Reis ,James Puopolo,1
2851,Fernando Reis ,Keenan Cornelius,1
2852,Fernando Reis ,"Lucas ""Hulk"" Barbosa",1
2853,Fernando Reis ,Marcus Ruiz ,1
2854,Fernando Reis ,Max Gimenis,1
2855,Fernando Reis ,Nelton Pontes ,1
2856,Fernando Reis ,Pedro Elias ,1
2857,Fernando Reis ,Renato Tagliari ,1
2858,Fernando Reis ,Ricardo Evangelista ,1
2859,Fernando Reis ,Robert Malof ,1
2860,Fernando Soares ,Cleber Fernandes ,1
2861,Fernando Soares ,Gabriel Frenhan ,1
2862,Fernando Soares ,Guilherme Carvalho ,1
2863,Fernando Soares ,Luis Felipe Ninja Pinto ,1
2864,Fernando Soares ,Pedro Clementino ,1
2865,Ffion Davies,Alexa Yanes ,1
2866,Ffion Davies,Amanda Nogueira ,1
2867,Ffion Davies,Ana Carolina Schmitt ,1
2868,Ffion Davies,Arantzazu Romero Pérez ,1
2869,Ffion Davies,Beatriz Mesquita ,2
2870,Ffion Davies,Bianca Basilio,1
2871,Ffion Davies,Brianna Ste-Marie ,1
2872,Ffion Davies,Charlotte von Baumgarten ,3
2873,Ffion Davies,Chelsea Leah ,1
2874,Ffion Davies,Christine Martin ,1
2875,Ffion Davies,Claire-France Thévenon ,1
2876,Ffion Davies,Elvira Karppinen ,1
2877,Ffion Davies,Emilia Tuukkanen ,1
2878,Ffion Davies,Fernanda Mazzelli ,1
2879,Ffion Davies,Gabriela Fechter ,2
2880,Ffion Davies,Gezary Matuda ,1
2881,Ffion Davies,Hannah Sharp ,1
2882,Ffion Davies,Heather Raftery ,1
2883,Ffion Davies,Janaina Lebre ,1
2884,Ffion Davies,Jasmine Rocha ,1
2885,Ffion Davies,Jennifer Rivera ,1
2886,Ffion Davies,Jessica Cristina Santos ,1
2887,Ffion Davies,Jessica Flowers,2
2888,Ffion Davies,Julia Maele ,2
2889,Ffion Davies,Karen Antunes ,1
2890,Ffion Davies,Kira Sung ,1
2891,Ffion Davies,Kristin Mikkelson ,1
2892,Ffion Davies,Larissa Campos ,1
2893,Ffion Davies,Larissa Paes ,1
2894,Ffion Davies,Laura Peretti ,1
2895,Ffion Davies,Magdalena Loska ,1
2896,Ffion Davies,Margot Ciccarelli ,3
2897,Ffion Davies,Nathalie Ribeiro,3
2898,Ffion Davies,Nikki Sullivan ,3
2899,Ffion Davies,Paige Ivette ,1
2900,Ffion Davies,Pamela Boveda ,1
2901,Ffion Davies,Rafaela Guedes,1
2902,Ffion Davies,Rikako Yuasa ,1
2903,Ffion Davies,Suvi-Tuuli Koikkalainen ,1
2904,Ffion Davies,Talita Alencar ,1
2905,Filipe Matos ,Gerson Taitingfong Atoigue ,2
2906,Filipe Matos ,John Lawrence ,1
2907,Filipe Matos ,Tanner Rice ,1
2908,Fiona Watson ,Sofia Amarante ,1
2909,Flavio Vianna ,André Luiz Cantanhede ,1
2910,Flavio Vianna ,Burak Sarman ,1
2911,Flavio Vianna ,Lachlan Giles,1
2912,Flavio Vianna ,Pedro Veras ,1
2913,Francisco 'Sinistro' Iturralde ,AJ Agazarm ,1
2914,Francisco 'Sinistro' Iturralde ,AJ Sousa ,1
2915,Francisco 'Sinistro' Iturralde ,Breno Bittencourt ,1
2916,Francisco 'Sinistro' Iturralde ,Caio Almeida ,1
2917,Francisco 'Sinistro' Iturralde ,Enrique Galarza ,1
2918,Francisco 'Sinistro' Iturralde ,Issa Able ,1
2919,Francisco 'Sinistro' Iturralde ,Jeremy Jackson ,1
2920,Francisco 'Sinistro' Iturralde ,Jhonny Loureiro ,1
2921,Francisco 'Sinistro' Iturralde ,Johnny Tama,1
2922,Francisco 'Sinistro' Iturralde ,Josh Hinger ,1
2923,Francisco 'Sinistro' Iturralde ,Kim Terra ,2
2924,Francisco 'Sinistro' Iturralde ,Lachlan Giles,1
2925,Francisco 'Sinistro' Iturralde ,Leonardo Silva ,1
2926,Francisco 'Sinistro' Iturralde ,Magid Hage ,1
2927,Francisco 'Sinistro' Iturralde ,Mansher Khera ,1
2928,Francisco 'Sinistro' Iturralde ,Marcos Tinoco ,1
2929,Francisco 'Sinistro' Iturralde ,Osvaldo Queixinho Moizinho ,1
2930,Francisco 'Sinistro' Iturralde ,Otavio Sousa ,1
2931,Francisco 'Sinistro' Iturralde ,Piter Frank ,1
2932,Francisco 'Sinistro' Iturralde ,Ronaldo Junior,1
2933,Francisco 'Sinistro' Iturralde ,Scott Thometz ,1
2934,Francisco 'Sinistro' Iturralde ,Sergio Ardila ,1
2935,Francisco 'Sinistro' Iturralde ,Stephen Martinez ,1
2936,Francisco 'Sinistro' Iturralde ,Thiago Macedo ,1
2937,Francisco 'Sinistro' Iturralde ,Tim Spriggs,1
2938,Francisco 'Sinistro' Iturralde ,Vagner Rocha,1
2939,Francisco 'Sinistro' Iturralde ,Victor Silverio ,1
2940,Francisco 'Sinistro' Iturralde ,Vitor Oliveira ,1
2941,Francisco Cueno ,Avery Brooks ,1
2942,Francisco Cueno ,Lucas Norat ,1
2943,Francisco Cueno ,Lucas Silva ,1
2944,Francisco Cueno ,Oliver Taza,1
2945,Francisco Cuneo ,Adam Benayoun ,1
2946,Francisco Cuneo ,Adolfo Santiago Suarez ,2
2947,Francisco Cuneo ,Charles McGuire ,1
2948,Francisco Cuneo ,Clay Mayfield ,1
2949,Francisco Cuneo ,Damion Oranday ,1
2950,Francisco Cuneo ,Rodrigo Gortari Barbosa ,1
2951,Francisco Cuneo ,Todd Walling ,1
2952,Frank Cespedes ,Dustin Ordinario ,1
2953,Frank Cespedes ,Nobushiro Sawada ,1
2954,Frank Cespedes ,Rodnei Barbosa ,1
2955,Frank Rosenthal ,Geo Martinez,1
2956,Frank Rosenthal ,Ricky Lule ,1
2957,Freddy Vosgrone ,"Aaron ""Tex"" Johnson",1
2958,Frederik Vosgrone ,Kenji Sette ,1
2959,Frederik Vosgrone ,Khalil Fadlallah ,1
2960,Frisco Deleon ,Renato Tagliari ,1
2961,Gabby Romero ,Kristina Barlaan ,1
2962,Gabi Garcia,Alison Tremblay ,2
2963,Gabi Garcia,Amanda Santana ,2
2964,Gabi Garcia,Ana Carolina Vieira,3
2965,Gabi Garcia,Beatriz Mesquita ,8
2966,Gabi Garcia,Carina Santi ,2
2967,Gabi Garcia,Claudia do Val ,1
2968,Gabi Garcia,Dominyka Obelenyte ,1
2969,Gabi Garcia,Elisabeth Clay,1
2970,Gabi Garcia,Fernanda Mazzelli ,1
2971,Gabi Garcia,Hannette Staack ,1
2972,Gabi Garcia,Hillary Van Ornum ,1
2973,Gabi Garcia,Jessica Da Silva Oliveira ,1
2974,Gabi Garcia,Jessica Flowers,3
2975,Gabi Garcia,Kendall Reusing ,2
2976,Gabi Garcia,Leanna Dittrich ,1
2977,Gabi Garcia,Luanna Alzuguir ,1
2978,Gabi Garcia,Luiza Monteiro ,4
2979,Gabi Garcia,Mackenzie Dern,5
2980,Gabi Garcia,Maria Malyjasiak ,3
2981,Gabi Garcia,Nathiely de Jesus,1
2982,Gabi Garcia,Stephanie Egger ,1
2983,Gabi Garcia,Talita Nogueira ,3
2984,Gabi Garcia,Tammy Griego ,3
2985,Gabi Garcia,Venla Luukkonen ,1
2986,Gabi McComb ,"Amanda ""Tubby"" Alequin ",3
2987,Gabi McComb ,Amanda Loewen ,1
2988,Gabi McComb ,Bianca Basilio,2
2989,Gabi McComb ,Gabriela Fechter ,1
2990,Gabi McComb ,Karen Antunes ,1
2991,Gabi McComb ,Michele Oliveira ,1
2992,Gabi McComb ,Nathalie Ribeiro,2
2993,Gabi McComb ,Nikki Sullivan ,4
2994,Gabi McComb ,Talita Nogueira ,1
2995,Gabi Pessanha ,Bianca Basilio,1
2996,Gabi Pessanha ,Bridget Mceliece ,2
2997,Gabi Pessanha ,Carina Santi ,1
2998,Gabi Pessanha ,Claire-France Thévenon ,3
2999,Gabi Pessanha ,Emilly Alves Silva ,1
3000,Gabi Pessanha ,Izadora Cristina Silva ,2
3001,Gabi Pessanha ,Kendall Reusing ,4
3002,Gabi Pessanha ,Maggie Grindatti,1
3003,Gabi Pessanha ,Marcelle Cantanhede ,2
3004,Gabi Pessanha ,Mayara Oishi ,2
3005,Gabi Pessanha ,Nathiely de Jesus,4
3006,Gabi Pessanha ,Rafaela Guedes,1
3007,Gabi Pessanha ,Samantha Cook ,1
3008,Gabi Pessanha ,Thamara Silva ,2
3009,Gabi Pessanha ,Vannessa Griffin ,1
3010,Gabi Pessanha ,Vedha Toscano ,1
3011,Gabi Pessanha ,Yara Soares ,3
3012,Gabriel 'Fedor' Lucas ,James Puopolo,1
3013,Gabriel 'Fedor' Lucas ,Mahamed Aly ,1
3014,Gabriel 'Fedor' Lucas ,Rodrigo Cavaca ,1
3015,Gabriel Alexander Rosberg ,Andrea Verdemare ,1
3016,Gabriel Almeida,Alexandre Jesus ,1
3017,Gabriel Almeida,Andre Porfirio ,1
3018,Gabriel Almeida,Benjamin Silva ,1
3019,Gabriel Almeida,Carlos CJ Souza ,1
3020,Gabriel Almeida,Charles McGuire ,1
3021,Gabriel Almeida,Clay Mayfield ,2
3022,Gabriel Almeida,Daniel Hampton ,2
3023,Gabriel Almeida,David Garmo,1
3024,Gabriel Almeida,Dominique Bell ,3
3025,Gabriel Almeida,Estevan Martinez ,1
3026,Gabriel Almeida,Felipe Silva ,1
3027,Gabriel Almeida,Fellipe Trovo,2
3028,Gabriel Almeida,Freddy Vosgrone ,1
3029,Gabriel Almeida,Gilvan Costa ,1
3030,Gabriel Almeida,Guilherme Augusto ,1
3031,Gabriel Almeida,Gustavo Andrade ,1
3032,Gabriel Almeida,Haisam Rida,1
3033,Gabriel Almeida,Henrique Cardoso ,1
3034,Gabriel Almeida,Hygor Brito ,1
3035,Gabriel Almeida,Italo Lima Costa ,1
3036,Gabriel Almeida,Jake Watson ,1
3037,Gabriel Almeida,Joe Watson ,1
3038,Gabriel Almeida,Johnny Tama,1
3039,Gabriel Almeida,Joshua Bacallao ,1
3040,Gabriel Almeida,Kevin Berbich ,2
3041,Gabriel Almeida,Kevin Casey ,1
3042,Gabriel Almeida,"Lucas ""Hulk"" Barbosa",1
3043,Gabriel Almeida,Lucas Norat ,2
3044,Gabriel Almeida,Manuel Ribamar,1
3045,Gabriel Almeida,Marcelo Gomide ,2
3046,Gabriel Almeida,Mateo Tenzera ,1
3047,Gabriel Almeida,Matheus Oliveira ,2
3048,Gabriel Almeida,Miha Perhavec,2
3049,Gabriel Almeida,Nathan Barreto ,1
3050,Gabriel Almeida,Nisar Loynab ,1
3051,Gabriel Almeida,Oliver Taza,1
3052,Gabriel Almeida,Rafael Paganini ,1
3053,Gabriel Almeida,Rafael Vasconcelos ,1
3054,Gabriel Almeida,Ramiro Leon ,1
3055,Gabriel Almeida,Roberto Jimenez,2
3056,Gabriel Almeida,Rodrigo Lopes ,1
3057,Gabriel Almeida,Romulo Barral ,1
3058,Gabriel Almeida,Ronaldo Junior,1
3059,Gabriel Almeida,Samir Abdolkader ,1
3060,Gabriel Almeida,Sean Coates ,1
3061,Gabriel Almeida,Sungsu Kim ,1
3062,Gabriel Almeida,Thiago Cesar De Andrade Silva ,1
3063,Gabriel Almeida,Todd Mueckenheim ,1
3064,Gabriel Almeida,Valdir Araujo ,1
3065,Gabriel Almeida,Victor Rodrigues ,1
3066,Gabriel Almeida,Vinicius Wong ,1
3067,Gabriel Almeida,Xavier Silva ,1
3068,Gabriel Almeida,Zayed Obaid Alkaabi ,1
3069,Gabriel Arges ,Alec Baulding ,1
3070,Gabriel Arges ,Arnaldo Maidana ,2
3071,Gabriel Arges ,Caio Caetano ,1
3072,Gabriel Arges ,Carlos Farias ,1
3073,Gabriel Arges ,Celso Vinicius ,1
3074,Gabriel Arges ,Claudio Calasans ,2
3075,Gabriel Arges ,Dante Leon,3
3076,Gabriel Arges ,Edson Antonio de Oliveira Filho ,1
3077,Gabriel Arges ,Edwin Najmi ,1
3078,Gabriel Arges ,Espen Mathiesen ,1
3079,Gabriel Arges ,Felipe Silva ,1
3080,Gabriel Arges ,Gabriel Lucas ,1
3081,Gabriel Arges ,Isaque Bahiense,3
3082,Gabriel Arges ,Isiah Wright ,1
3083,Gabriel Arges ,Isreal Almeida ,1
3084,Gabriel Arges ,Jaime Canuto ,1
3085,Gabriel Arges ,Jake Watson ,1
3086,Gabriel Arges ,Jhonny Loureiro ,1
3087,Gabriel Arges ,Jon Satava ,1
3088,Gabriel Arges ,Jonnatas Gracie ,1
3089,Gabriel Arges ,Josh Hinger ,1
3090,Gabriel Arges ,"Lucas ""Hulk"" Barbosa",4
3091,Gabriel Arges ,Lucas Rocha ,1
3092,Gabriel Arges ,Manuel Diaz ,1
3093,Gabriel Arges ,Manuel Ribamar,2
3094,Gabriel Arges ,Marcio Andre ,1
3095,Gabriel Arges ,Marcos Tinoco ,4
3096,Gabriel Arges ,Matheus Diniz,1
3097,Gabriel Arges ,Nick Calvanese ,1
3098,Gabriel Arges ,Otavio Sousa ,2
3099,Gabriel Arges ,Patrick Gaudio ,1
3100,Gabriel Arges ,Roberto Satoshi ,1
3101,Gabriel Arges ,Ronaldo Junior,1
3102,Gabriel Arges ,Rudson Mateus ,1
3103,Gabriel Arges ,Tanner Rice ,1
3104,Gabriel Arges ,Tero Pyylampi ,1
3105,Gabriel Castro ,Kaniela Kahuanui ,1
3106,Gabriel Checco ,Bobby Emmons ,1
3107,Gabriel Checco ,Micah Brakefield ,1
3108,Gabriel Checco ,Philip Rowe,1
3109,Gabriel Frenhan ,Danilo Moreira ,1
3110,Gabriel Gonzaga ,Fabiano Scherner ,1
3111,Gabriel Gonzaga ,Hunter Colvin ,1
3112,Gabriel Gonzaga ,Leo Leite ,2
3113,Gabriel Gonzaga ,Shaun Durfee ,2
3114,Gabriel Henrique Oliveira ,Breylor Grout ,1
3115,Gabriel Henrique Oliveira ,Cameron Florczak ,1
3116,Gabriel Henrique Oliveira ,Christopher Passerrello ,1
3117,Gabriel Henrique Oliveira ,Estevan Martinez ,1
3118,Gabriel Henrique Oliveira ,Gabriel Volante ,1
3119,Gabriel Henrique Oliveira ,Guthierry Barbosa ,1
3120,Gabriel Henrique Oliveira ,Henrique Nobrega ,1
3121,Gabriel Henrique Oliveira ,Leonardo Andrade ,1
3122,Gabriel Henrique Oliveira ,Marcos Junior ,1
3123,Gabriel Henrique Oliveira ,Matheus Godoy ,1
3124,Gabriel Henrique Oliveira ,Patrick Gaudio ,1
3125,Gabriel Henrique Oliveira ,Reda Hamed ,1
3126,Gabriel Henrique Oliveira ,Roosevelt Sousa ,1
3127,Gabriel Lucas ,Andre Campos ,1
3128,Gabriel Lucas ,Bruno Bastos ,1
3129,Gabriel Lucas ,Cassio Francis ,2
3130,Gabriel Lucas ,Jaime Canuto ,1
3131,Gabriel Lucas ,Manuel Ribamar,1
3132,Gabriel Lucas ,Otavio Nalati ,1
3133,Gabriel Lucas ,Otavio Sousa ,1
3134,Gabriel Lucas ,Ricardo Evangelista ,2
3135,Gabriel Lucas ,Victor Estima ,1
3136,Gabriel Lucas ,Vinny Magalhaes,1
3137,Gabriel Marangoni ,Alejandro Lecoq ,2
3138,Gabriel Marangoni ,Brandon Walensky ,2
3139,Gabriel Marangoni ,Cleber Sousa ,1
3140,Gabriel Marangoni ,Cole Franson,1
3141,Gabriel Marangoni ,Dainis Nguyen-Huu ,1
3142,Gabriel Marangoni ,Isaque Paiva ,4
3143,Gabriel Marangoni ,John Lawrence ,1
3144,Gabriel Marangoni ,Jonathan Thomas ,2
3145,Gabriel Marangoni ,Kim Terra ,1
3146,Gabriel Marangoni ,Lee Ting ,1
3147,Gabriel Marangoni ,Osvaldo Queixinho Moizinho ,1
3148,Gabriel Marangoni ,Pawel Kozlowski ,1
3149,Gabriel Marangoni ,Samir Chantre ,1
3150,Gabriel Marangoni ,Samuel Snow ,1
3151,Gabriel Marangoni ,Thiago Abud ,1
3152,Gabriel Marangoni ,Thomas Halpin ,1
3153,Gabriel Marangoni ,Victor Otoniel Moraes ,1
3154,Gabriel Procopio da Fonseca ,Josh Hinger ,1
3155,Gabriel Procopio da Fonseca ,Kauan Barboza ,1
3156,Gabriel Procopio da Fonseca ,Rolando Samson ,1
3157,Gabriel Procopio da Fonseca ,Ross Nicholls ,1
3158,Gabriel Procopio da Fonseca ,Victor Silverio ,1
3159,Gabriel Procopio da Fonseca ,Yan Lucas ,1
3160,Gabriel Sousa,AJ Agazarm ,1
3161,Gabriel Sousa,Aaron Tiegs ,1
3162,Gabriel Sousa,Abdullah Nabas ,3
3163,Gabriel Sousa,Adam Benayoun ,1
3164,Gabriel Sousa,Alejandro Carreras ,1
3165,Gabriel Sousa,Alejandro Lecoq ,2
3166,Gabriel Sousa,Aleksander Jablonski ,2
3167,Gabriel Sousa,Alexis Alduncin ,2
3168,Gabriel Sousa,Ali Monfaradi ,1
3169,Gabriel Sousa,Brandon Walensky ,1
3170,Gabriel Sousa,Bruno Borges ,1
3171,Gabriel Sousa,Carlos Alberto Oliveira ,1
3172,Gabriel Sousa,Cedric Akakpovi ,1
3173,Gabriel Sousa,Cleber Fernandes ,2
3174,Gabriel Sousa,Cleber Sousa ,1
3175,Gabriel Sousa,Cole Franson,2
3176,Gabriel Sousa,Damion Oranday ,1
3177,Gabriel Sousa,Danilo Moreira ,1
3178,Gabriel Sousa,Deandre Corbe ,3
3179,Gabriel Sousa,"Diego ""Pato"" Oliveira ",2
3180,Gabriel Sousa,Ethan Crelinsten,1
3181,Gabriel Sousa,Felipe Linhares ,1
3182,Gabriel Sousa,Fernando Soares ,1
3183,Gabriel Sousa,Gianni Grippo,4
3184,Gabriel Sousa,Guilherme Carvalho ,1
3185,Gabriel Sousa,Hiago George,5
3186,Gabriel Sousa,Isa Karasanov ,1
3187,Gabriel Sousa,Isaac Doederlein,1
3188,Gabriel Sousa,Isreal Almeida ,1
3189,Gabriel Sousa,Jan Basso ,4
3190,Gabriel Sousa,Jeremy Skinner ,1
3191,Gabriel Sousa,Joao Goncalves Neto ,1
3192,Gabriel Sousa,Joao Miyao,2
3193,Gabriel Sousa,John Battle ,1
3194,Gabriel Sousa,Joseph Woo Sun Lee ,2
3195,Gabriel Sousa,Joshua Cisneros,1
3196,Gabriel Sousa,Juan Manuel Calderon ,3
3197,Gabriel Sousa,Krzysztof Flak ,1
3198,Gabriel Sousa,Kuba Witkowski ,1
3199,Gabriel Sousa,Lee Ting ,1
3200,Gabriel Sousa,Lucas Galbusera ,1
3201,Gabriel Sousa,Lucas Pinheiro ,2
3202,Gabriel Sousa,Mehdi Allaoui ,1
3203,Gabriel Sousa,Mikey Musumeci,1
3204,Gabriel Sousa,Mohd Ali Hayat ,1
3205,Gabriel Sousa,Nobushiro Sawada ,2
3206,Gabriel Sousa,Osvaldo Queixinho Moizinho ,1
3207,Gabriel Sousa,Paulo Miyao,1
3208,Gabriel Sousa,Pedro Clementino ,1
3209,Gabriel Sousa,Rene Lopez ,1
3210,Gabriel Sousa,Richar Nogueira ,1
3211,Gabriel Sousa,Ruan Alvarenga ,1
3212,Gabriel Sousa,Suraj Budhram ,1
3213,Gabriel Sousa,Thiago Abud ,1
3214,Gabriel Sousa,Thiago Macedo ,1
3215,Gabriel Sousa,Tiago Bravo ,1
3216,Gabriel Sousa,Tomoyuki Hashimoto ,1
3217,Gabriel Sousa,Victor Otoniel Moraes ,2
3218,Gabriel Sousa,Wanki Chae ,1
3219,Gabriel Sousa,Yijad Moussa ,1
3220,Gabriel Volante ,Carlos CJ Souza ,1
3221,Gabriel Volante ,Fernando Reis ,1
3222,Gabriel Volante ,Marcus Vinicius ,1
3223,Gabriela Fechter ,Amal Amjahid ,1
3224,Gabriela Fechter ,Ana Carolina Schmitt ,1
3225,Gabriela Fechter ,Elina Moestam ,1
3226,Gabriela Fechter ,Hannah Rauch ,1
3227,Gabriela Fechter ,Laura Peretti ,1
3228,Gabriela Fechter ,Rose El Sharouni ,1
3229,Garry Tonon,AJ Agazarm ,3
3230,Garry Tonon,Adam Sanchoff ,1
3231,Garry Tonon,Bill Cooper ,1
3232,Garry Tonon,Chance Braud ,1
3233,Garry Tonon,Daniel O'brien ,1
3234,Garry Tonon,Dante Leon,2
3235,Garry Tonon,Davi Ramos ,1
3236,Garry Tonon,Dillon Danis,2
3237,Garry Tonon,Dustin Akbari ,1
3238,Garry Tonon,Eddie Cummings ,1
3239,Garry Tonon,Edwin Najmi ,1
3240,Garry Tonon,Enrico Cocco ,1
3241,Garry Tonon,Felipe Fogolin ,1
3242,Garry Tonon,Felipe Silva ,1
3243,Garry Tonon,Gianni Grippo,1
3244,Garry Tonon,Gilbert Burns,1
3245,Garry Tonon,Issa Able ,1
3246,Garry Tonon,James Puopolo,1
3247,Garry Tonon,Javi Vasquez ,1
3248,Garry Tonon,Joao Miyao,1
3249,Garry Tonon,Josh Hinger ,1
3250,Garry Tonon,Joshua Hayden ,1
3251,Garry Tonon,Justin Rader ,1
3252,Garry Tonon,Karen Darabedyan ,1
3253,Garry Tonon,Kim Terra ,1
3254,Garry Tonon,Kit Dale ,1
3255,Garry Tonon,Lachlan Giles,1
3256,Garry Tonon,Lance Glynn ,1
3257,Garry Tonon,Lucas Valente ,1
3258,Garry Tonon,Luiz Panza,1
3259,Garry Tonon,Mansher Khera ,1
3260,Garry Tonon,Marcel Goncalves ,1
3261,Garry Tonon,Marcelo Mafra ,1
3262,Garry Tonon,Marcin Held ,1
3263,Garry Tonon,Masakazu Imanar ,1
3264,Garry Tonon,Mateusz Gamrot ,1
3265,Garry Tonon,Osvaldo Queixinho Moizinho ,1
3266,Garry Tonon,Rafael Domingos ,1
3267,Garry Tonon,Renan Borges ,1
3268,Garry Tonon,Renato Canuto,1
3269,Garry Tonon,Richie Martinez ,1
3270,Garry Tonon,Rodrigo Freitas ,1
3271,Garry Tonon,Rodrigo Ranieri de Faria ,1
3272,Garry Tonon,Ross Keeping ,1
3273,Garry Tonon,Stephen Martinez ,1
3274,Garry Tonon,Vagner Rocha,2
3275,Garry Tonon,Vinny Magalhaes,1
3276,Garry Tonon,Wallace Santos ,1
3277,Geo Martinez,Ashley Williams,1
3278,Geo Martinez,Brandon Walensky ,1
3279,Geo Martinez,Bruno Frazatto ,1
3280,Geo Martinez,Daniel Strauss ,1
3281,Geo Martinez,Eddie Cummings ,1
3282,Geo Martinez,"Edwin ""Junny"" Ocasio",1
3283,Geo Martinez,Gregor Gracie ,1
3284,Geo Martinez,Haisam Rida,1
3285,Geo Martinez,Jeff Glover ,2
3286,Geo Martinez,Joao Miyao,1
3287,Geo Martinez,Kamil Wilk ,1
3288,Geo Martinez,Kristian Woodmansee ,1
3289,Geo Martinez,Marcelo Cohen,1
3290,Geo Martinez,Masakazu Imanar ,1
3291,Geo Martinez,Mike Main ,1
3292,Geo Martinez,Pablo Alfonso ,1
3293,Geo Martinez,Paulo Miyao,1
3294,Geo Martinez,Rafael Domingos ,2
3295,Geo Martinez,Richard Alarcon ,1
3296,Geo Martinez,Ricky Lule ,1
3297,Geo Martinez,Sergio Hernandez ,1
3298,Geo Martinez,Sergio Perez ,1
3299,Geoff Real ,Alex Canders ,1
3300,Geoff Real ,Ron Henderson ,1
3301,Georgii Emelianov ,Zaakir Badat ,1
3302,Gerard Labinski ,Alexandro Ceconi ,1
3303,Gerard Labinski ,Igor Silva ,2
3304,Gerard Labinski ,Marcus Vinicius ,1
3305,Gerard Labinski ,Matt Leighton ,1
3306,Gerard Labinski ,Paulo Brasil Da Silva ,1
3307,Gerard Labinski ,Stanislav Varshavskiy ,1
3308,Gerard Labinski ,Victor Hugo,1
3309,Gerard Labinski ,Vitor Toledo ,1
3310,Gerson Taitingfong Atoigue ,Jeff Curran ,1
3311,Gerson Taitingfong Atoigue ,Ron Henderson ,1
3312,Gesias JZ Cavalcante ,Aaron Wilson ,1
3313,Gesias JZ Cavalcante ,Carlos CJ Souza ,1
3314,Gesias JZ Cavalcante ,Italo Moura ,1
3315,Gesias JZ Cavalcante ,Justin Renick ,1
3316,Gesias JZ Cavalcante ,Nick Ronan ,1
3317,Gesias JZ Cavalcante ,Renato Canuto,1
3318,Gesias JZ Cavalcante ,Rene Sousa ,1
3319,Gesias JZ Cavalcante ,Saul Viayra ,1
3320,Gesias JZ Cavalcante ,Vinicius Wong ,1
3321,Gezary Matuda ,Ariadne Oliveira ,1
3322,Gezary Matuda ,Chelsea Leah ,1
3323,Gezary Matuda ,Kristina Barlaan ,2
3324,Gezary Matuda ,Livia Giles ,1
3325,Gezary Matuda ,Michelle Nicolini ,1
3326,Gezary Matuda ,Serena Gabrielli ,1
3327,Giancarlo Bodoni ,Arnaldo Maidana ,1
3328,Giancarlo Bodoni ,Benjamin Silva ,1
3329,Giancarlo Bodoni ,Charles McGuire ,3
3330,Giancarlo Bodoni ,Diego Ramalho ,1
3331,Giancarlo Bodoni ,Elder Cruz,1
3332,Giancarlo Bodoni ,Enrique Galarza ,1
3333,Giancarlo Bodoni ,Eoghan O'Flanagan ,1
3334,Giancarlo Bodoni ,Fausto Godoy ,1
3335,Giancarlo Bodoni ,Felipe Costa ,1
3336,Giancarlo Bodoni ,Francisco Cuneo ,1
3337,Giancarlo Bodoni ,Haisam Rida,1
3338,Giancarlo Bodoni ,Hunter Colvin ,1
3339,Giancarlo Bodoni ,Isaque Bahiense,1
